Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Flow IAT Mean,Flow IAT Std,Flow Packets/s,Label
259950,5190,6324,577716,1500,0.533503,0.13525,163.709995,DDoS
158625,32,13,5535,860,9.950586,1.938561,3.123835,BENIGN
259968,11,12,10199,581,44.733867,13.644544,10.321991,BENIGN
110942,3258,2238,695216,1016,0.747147,0.091638,41.747821,DDoS
274145,4825,2299,1217002,1500,0.544141,0.112047,58.593441,DDoS
186793,23,17,20602,592,19.48058,6.613308,3.580536,BENIGN
223700,1636,2604,2100865,1135,0.389393,0.072906,50.766453,DDoS
109644,1665,3561,324140,942,0.785065,0.135202,37.309488,DDoS
59236,15,16,1599,356,19.20228,7.777291,25.899681,BENIGN
634650,5000,3992,771539,1500,0.566771,0.274413,47.85003,DDoS
86625,26,15,5919,377,10.123417,6.442491,1.79464,BENIGN
99056,21,14,4086,777,26.80539,4.063751,9.833282,BENIGN
64464,23,12,7398,469,14.721796,1.471167,34.250166,BENIGN
94750,15,15,5874,563,15.258678,56.318259,9.437086,BENIGN
481374,1171,3770,881726,1493,0.330293,0.230093,34.372713,DDoS
57755,20,12,9512,351,8.658468,10.892956,5.182139,BENIGN
301184,2252,1865,1089440,1389,0.443522,0.117016,53.336774,DDoS
76524,18,13,11935,482,14.39339,5.222699,39.231018,BENIGN
190035,3955,1104,469755,1487,0.296135,0.047009,48.940826,DDoS
118796,22,13,14316,414,5.133163,7.662784,12.606906,BENIGN
64101,20,16,7162,483,14.386027,3.910422,7.796203,BENIGN
258290,7997,628,1791152,950,0.231148,0.187836,73.89099,DDoS
109430,18,15,16167,785,45.539665,2.665491,8.475921,BENIGN
386874,23,13,8502,424,30.260889,7.401494,18.323766,BENIGN
66379,20,19,4754,428,7.312203,11.910517,5.14997,BENIGN
353279,2090,3744,521076,1163,0.410786,0.065529,123.839057,DDoS
79988,24,14,7216,346,15.576507,3.528829,10.611963,BENIGN
199777,6767,1584,321291,1142,0.334241,0.195935,47.707234,DDoS
137391,20,20,10923,506,10.122361,9.902142,5.378155,BENIGN
154042,1852,2876,606993,1500,0.213411,0.169012,79.202424,DDoS
373891,2143,1029,742011,1335,0.365768,0.082898,107.37337,DDoS
82739,18,16,7881,606,16.927778,8.534742,17.873639,BENIGN
34798,15,6,8662,1003,22.353883,6.075561,24.611863,BENIGN
248545,1584,1552,373134,1135,0.793016,0.227322,56.86109,DDoS
137937,14,20,10457,924,13.822863,13.078964,8.495003,BENIGN
168830,1225,2018,573018,1500,0.459586,0.507998,40.170439,DDoS
370467,959,1143,582596,1448,0.277547,0.274435,52.976475,DDoS
81866,2589,1993,542054,1500,0.64887,0.277273,86.368137,DDoS
109105,15,20,5397,540,11.815576,5.345065,21.04484,BENIGN
101177,20,16,18483,238,21.817948,3.330475,4.35849,BENIGN
48952,14,9,24705,1128,17.41881,3.12864,6.868901,BENIGN
303506,3041,1270,1653963,1500,0.519926,0.158732,69.464467,DDoS
539322,7205,866,1009387,1500,0.584038,0.052242,50.042304,DDoS
151187,18,13,6066,428,14.31912,2.771811,6.635847,BENIGN
159163,3829,1620,1598326,1500,0.48307,0.08444,201.835394,DDoS
104390,27,13,18586,538,19.273834,4.045443,5.125877,BENIGN
71993,20,22,1927,509,33.861497,9.676466,4.727062,BENIGN
236294,4251,1730,1019952,855,0.465472,0.362874,135.858434,DDoS
38192,26,14,16482,279,9.138897,3.040743,7.905055,BENIGN
83116,18,12,8722,313,24.924149,9.853956,8.178615,BENIGN
631810,946,758,1038218,690,0.892085,0.082586,51.418533,DDoS
298455,1888,4501,1443727,1500,0.831897,0.327877,138.661401,DDoS
196332,17,11,12025,1118,18.078128,5.484197,9.099505,BENIGN
78275,25,15,6273,330,24.285808,30.566287,13.051262,BENIGN
206140,2993,3077,939324,994,0.349002,0.06473,37.193534,DDoS
98812,17,14,4357,570,5.977759,3.338385,4.915371,BENIGN
259263,1751,5829,1221763,1500,0.329593,0.307698,35.310862,DDoS
34595,20,12,7468,679,23.130387,14.136206,10.871334,BENIGN
223371,3175,870,798422,1500,0.565899,0.481662,52.300282,DDoS
133945,23,12,13284,1157,5.821444,2.228608,3.0058,BENIGN
95292,20,14,12944,877,13.04167,8.971562,24.983164,BENIGN
175338,2920,1337,754025,1188,0.298311,0.130434,44.173225,DDoS
43647,13,17,13264,465,13.564786,2.688084,2.916866,BENIGN
140910,21,11,5918,611,41.87327,11.171827,7.790029,BENIGN
100277,14,15,1525,519,24.056763,9.995166,4.969473,BENIGN
328324,3182,1313,530599,1098,0.259098,0.08792,65.432884,DDoS
47897,22,20,25897,640,11.942592,7.141831,2.696491,BENIGN
94701,19,21,4363,328,49.898578,18.326336,19.489757,BENIGN
254679,1749,1952,1735312,1500,0.579565,0.370117,65.558727,DDoS
59401,18,22,9838,748,50.376562,23.266893,11.278556,BENIGN
140491,22,12,9730,766,14.313594,2.516338,8.85778,BENIGN
25726,24,16,4150,1147,14.895509,4.047643,4.339073,BENIGN
168101,3688,2143,842525,1500,0.358736,0.234001,55.039675,DDoS
107740,24,14,6441,463,11.256842,28.207877,11.348429,BENIGN
136933,16,10,4636,491,16.279673,4.313948,6.180796,BENIGN
168565,2080,1193,936662,1388,0.378952,0.223884,110.066537,DDoS
126703,21,10,6065,911,33.43421,0.951863,3.22373,BENIGN
249650,958,883,909030,1283,0.249542,0.193005,41.733963,DDoS
70167,21,9,3356,553,11.82231,3.315178,7.472844,BENIGN
62142,20,13,64094,983,22.183701,6.983914,6.572032,BENIGN
281752,3183,964,526307,1500,0.379049,0.113168,111.468444,DDoS
175000,1583,2505,1071627,1500,0.719682,0.099909,101.630869,DDoS
417699,5774,884,1271340,1500,0.391402,0.294721,95.31102,DDoS
305192,2570,1822,940170,1048,0.622013,0.356788,71.131431,DDoS
216633,3716,1769,1627495,1307,0.251786,0.158999,121.738703,DDoS
85679,18,11,9805,324,13.149255,5.700961,14.676204,BENIGN
456611,1400,5808,1523148,820,0.626651,0.28327,43.211813,DDoS
447626,1668,1641,513896,1101,0.75809,0.118386,76.227105,DDoS
45912,13,13,6790,256,8.132063,8.103639,13.963446,BENIGN
308354,3968,2354,823820,819,0.494732,0.094638,60.207401,DDoS
141831,20,14,9984,847,27.883289,21.999097,5.364277,BENIGN
203742,3022,1366,808022,1500,0.336718,0.198353,53.848028,DDoS
79038,20,14,2427,559,26.150474,6.226493,3.413299,BENIGN
182547,20,16,4897,579,10.519218,6.818707,61.929206,BENIGN
64296,14,10,3749,576,3.733624,6.328052,8.921991,BENIGN
84016,17,6,13379,674,9.143261,4.154875,4.952671,BENIGN
69297,23,20,10155,1484,16.306499,3.871434,12.847927,BENIGN
322971,6229,1086,959968,1231,0.858396,0.231646,57.753497,DDoS
157363,17,13,5053,286,29.376567,4.640559,4.218124,BENIGN
399142,3325,3583,1125975,1500,0.372481,0.438663,84.21488,DDoS
218936,3573,2293,268003,872,0.407139,0.439174,77.776792,DDoS
129852,7241,1933,488446,1010,0.394432,0.350724,98.108234,DDoS
499542,5233,1527,361755,1500,0.598203,0.083586,61.470855,DDoS
262357,2043,1247,784198,1282,0.291741,0.160425,63.837052,DDoS
246799,1159,1940,734074,1500,0.267708,0.064865,38.880151,DDoS
460039,3117,1996,493898,1399,0.39491,0.10939,71.199422,DDoS
319998,3647,1340,465084,1500,0.187875,0.275926,30.553897,DDoS
146158,17,15,17200,462,16.129692,6.422046,8.519979,BENIGN
165070,1059,795,2357234,1500,0.335793,0.176851,54.841538,DDoS
124526,24,20,13761,237,17.704616,3.31424,20.714514,BENIGN
292206,3076,997,1867897,1500,0.306312,0.101762,90.129299,DDoS
550630,2882,3023,618562,1399,0.482549,0.152212,47.041841,DDoS
654538,2091,1102,699735,1500,0.296037,0.4125,64.869447,DDoS
166236,2300,1736,2372963,1347,0.66962,0.306885,57.390788,DDoS
396857,1669,2143,895409,1363,0.469662,0.04708,81.237829,DDoS
154602,8093,1823,1145691,1500,0.805545,0.125499,65.85083,DDoS
97718,17,17,18070,603,18.080962,3.318597,4.62895,BENIGN
360168,1104,2921,375471,1461,0.197825,0.197697,107.657586,DDoS
421078,4448,1451,831478,1500,0.312635,0.083778,42.500136,DDoS
118073,6468,2355,703414,1473,0.768961,0.238677,92.188115,DDoS
231706,1101,1270,732119,1500,0.517271,0.331157,64.348307,DDoS
78968,19,11,14042,498,6.139306,0.693361,9.276778,BENIGN
132440,31,11,3724,701,15.526495,1.879721,9.704882,BENIGN
208373,4513,2857,623706,938,0.350521,0.146667,77.886661,DDoS
277765,2052,11050,2030071,1093,0.35919,0.141318,31.157594,DDoS
176970,20,12,5190,1172,23.462793,1.432621,3.9402,BENIGN
195756,3974,764,660530,996,0.320976,0.28784,90.646444,DDoS
210238,1858,1999,640945,1500,0.501917,0.264526,100.317532,DDoS
137190,17,18,5082,418,35.265472,3.957603,3.225972,BENIGN
271803,17,14,40544,1045,13.435302,3.101952,41.743244,BENIGN
94097,17,14,6543,795,14.280599,6.624438,6.394352,BENIGN
225760,2535,1430,1045552,1076,0.407003,0.228888,149.228896,DDoS
274325,4136,1942,1802658,1002,0.388558,0.156694,47.710879,DDoS
367329,4334,833,827591,1446,0.161783,0.090541,63.493389,DDoS
466887,1685,979,666648,1287,0.717574,0.190789,29.677247,DDoS
327886,2743,1639,710702,1338,0.253451,0.16178,63.448893,DDoS
384466,1397,804,709103,1500,0.407189,0.501581,48.865873,DDoS
119253,2867,1536,1384222,1500,0.316722,0.155207,72.917097,DDoS
147669,1844,1487,953525,1262,0.360928,0.195365,68.517729,DDoS
461055,2233,1522,577824,1500,0.32029,0.131809,95.06874,DDoS
313459,3766,2481,662531,1299,0.273814,0.124995,54.534048,DDoS
138933,4975,3568,2462474,1500,0.520458,0.194573,62.332764,DDoS
122316,3332,3175,513197,1469,0.974354,0.184236,79.038842,DDoS
339921,698,2629,1203774,1062,0.37587,0.089815,96.758403,DDoS
433486,2412,4552,1932222,929,0.632553,0.061789,41.292727,DDoS
176706,2897,1012,901637,1500,0.334821,0.202023,64.01319,DDoS
111484,28,17,11240,679,13.04616,8.375761,6.361302,BENIGN
110199,33,16,3433,310,4.23001,4.775339,13.994905,BENIGN
88858,21,15,5564,797,33.937847,5.141838,7.441443,BENIGN
954679,954,1758,253958,1500,0.347667,0.123429,32.085813,DDoS
76354,20,15,5426,935,10.68082,2.352136,6.923041,BENIGN
174608,21,25,7680,415,28.199915,10.460439,5.982092,BENIGN
253728,14,17,4541,932,23.39107,1.899651,10.799991,BENIGN
198666,21,12,3942,272,13.726362,4.888659,7.653185,BENIGN
479986,4547,1292,431328,1315,0.879223,0.032047,58.652578,DDoS
455470,5606,1357,847962,1500,0.424581,0.039413,40.481637,DDoS
175424,22,18,8805,402,16.13347,8.658442,28.022249,BENIGN
278602,12,8,8278,331,52.762826,5.481857,13.811235,BENIGN
156699,24,14,4167,495,10.343558,17.488542,4.79669,BENIGN
43624,22,14,6371,520,111.895692,2.290121,2.500651,BENIGN
382898,17,5,16183,1500,17.331374,8.016069,4.782836,BENIGN
348504,4814,5649,547645,1500,0.325958,0.151278,20.472503,DDoS
96011,14,16,13459,712,13.111706,21.787454,34.017507,BENIGN
381159,1820,1417,705186,1500,0.781858,0.119262,31.777328,DDoS
399889,1621,1319,582629,1500,0.279801,0.249541,52.556709,DDoS
115980,23,16,3542,413,24.360351,6.268473,26.879627,BENIGN
195323,4677,1920,1118350,1500,0.67239,0.137247,107.983941,DDoS
50361,20,15,8384,708,27.540495,4.999754,25.321283,BENIGN
147145,19,14,7849,1481,16.384258,6.234674,4.234737,BENIGN
75805,28,13,10142,747,14.445005,2.512437,24.590717,BENIGN
362910,2996,1659,1290197,1500,0.756385,0.294328,139.095451,DDoS
65048,23,15,6227,1139,26.78109,6.326452,16.378217,BENIGN
126202,25,14,3226,541,12.292282,5.62698,7.382538,BENIGN
253709,3177,2331,1267386,1500,0.270449,0.348608,52.208139,DDoS
153462,2206,6192,1772251,700,0.224888,0.354669,48.970197,DDoS
252879,2212,778,1374808,1456,0.45933,0.150174,62.444708,DDoS
85872,19,12,18162,1500,31.951078,4.6811,18.085016,BENIGN
412698,1728,4820,817303,1500,0.233188,0.18429,65.492631,DDoS
194591,22,16,10092,1500,21.548003,14.665789,5.220732,BENIGN
72353,13,20,8746,301,31.345726,18.21085,3.694887,BENIGN
90416,17,10,10916,221,16.298708,3.176186,3.488216,BENIGN
41078,15,17,8861,320,6.408045,4.818612,6.911674,BENIGN
141856,20,9,10461,309,26.12389,2.670315,25.324915,BENIGN
137692,21,9,10086,433,50.931703,6.57855,9.106303,BENIGN
126174,27,13,7033,329,34.497428,12.823105,8.375112,BENIGN
103794,1480,606,1577895,1071,0.597765,0.28413,135.206833,DDoS
154597,2652,1049,748292,1086,0.27867,0.19474,95.780276,DDoS
119667,23,13,30811,628,10.854675,1.791926,6.214915,BENIGN
289029,1987,2706,503890,1273,0.305941,0.269209,46.032796,DDoS
411209,20,9,13341,579,9.058735,2.918434,26.626421,BENIGN
357686,2895,924,1537808,1500,0.617606,0.632787,118.572007,DDoS
51073,16,17,21278,646,17.286902,3.783116,9.474836,BENIGN
191605,9111,1598,333572,1390,0.260412,0.209824,26.971664,DDoS
316593,17,11,3492,756,8.857839,1.568397,7.097635,BENIGN
326668,2569,2562,712205,1500,0.440512,0.251836,86.022269,DDoS
288357,29,12,26099,1404,14.034007,3.447136,8.156797,BENIGN
87768,24,10,1694,1019,15.942038,1.205806,3.771044,BENIGN
152529,21,17,29057,798,13.623147,6.519081,15.362434,BENIGN
259794,17,12,37850,1019,10.781497,5.069498,6.253851,BENIGN
415433,1917,1330,1702688,1500,0.336982,0.19689,57.566927,DDoS
201348,4986,3424,485432,955,0.477521,0.232886,55.873252,DDoS
111828,20,12,6377,1111,17.081487,2.052149,8.885325,BENIGN
77929,20,10,5180,1181,22.121127,4.209732,6.205802,BENIGN
61481,19,15,9685,287,33.878376,10.81302,3.079622,BENIGN
131288,17,12,3650,1500,24.383581,6.873158,3.337655,BENIGN
125577,14,11,13835,328,35.358273,7.33499,4.854107,BENIGN
54921,19,13,11457,522,23.023436,2.78957,4.797894,BENIGN
146942,22,13,3516,516,60.563281,6.430462,3.631134,BENIGN
49650,18,19,7861,692,26.116899,6.620212,5.427196,BENIGN
106171,26,17,21878,256,16.850186,6.014364,4.278654,BENIGN
187437,18,17,4432,310,13.560484,2.908598,4.162208,BENIGN
101817,18,10,3784,671,13.698822,2.706085,18.389228,BENIGN
49870,19,11,3373,782,32.855451,7.30695,11.284722,BENIGN
200533,2121,887,454313,1235,0.619184,0.216715,41.489079,DDoS
455977,9482,1267,2217541,1500,0.622359,0.111164,58.893018,DDoS
314205,28,13,79752,817,17.513003,2.285856,9.511994,BENIGN
100704,16,20,10433,515,39.655741,5.980948,5.94079,BENIGN
115124,7,11,8378,749,16.652107,6.230535,15.531027,BENIGN
148642,2361,3119,287720,1304,0.465382,0.154973,104.475214,DDoS
123978,19,9,12516,184,13.730153,4.336691,3.035443,BENIGN
357906,18,17,5558,1053,11.788015,4.906916,4.775673,BENIGN
226611,7116,1174,4199712,1500,0.201892,0.081908,48.117679,DDoS
103000,26,15,14659,413,28.941503,6.248991,11.540614,BENIGN
51864,19,9,10013,1057,21.383164,11.641272,4.479223,BENIGN
234753,1275,2248,996235,1500,0.206629,0.198877,37.319522,DDoS
42482,17,14,16429,1500,11.124107,5.687691,9.063514,BENIGN
141327,22,16,3637,643,20.057044,1.968235,4.353937,BENIGN
97954,2008,5090,468016,1500,0.59423,0.470349,64.061598,DDoS
67048,11,12,6788,436,22.784099,7.564553,14.423762,BENIGN
489438,1724,6534,444745,1500,0.36141,0.314632,71.333512,DDoS
183870,31,15,13478,618,18.598477,5.956208,13.462293,BENIGN
329326,2853,6472,673896,1500,0.164582,0.413778,52.353744,DDoS
158856,13,7,7081,586,15.562978,17.091996,10.771041,BENIGN
54337,22,18,3034,1500,8.191574,6.887067,8.739974,BENIGN
81522,15,17,4781,491,34.539856,2.214456,4.685778,BENIGN
101063,27,12,1101,1019,16.927557,4.570629,4.342765,BENIGN
91183,17,17,11299,1158,28.856394,4.923088,7.032815,BENIGN
57559,16,20,2452,374,30.91974,12.056086,16.630309,BENIGN
175851,21,14,19649,205,14.605414,4.497276,3.630702,BENIGN
165730,26,14,7797,217,15.801621,19.167391,3.828843,BENIGN
56673,12,13,22014,623,19.616947,10.015467,2.239421,BENIGN
264780,18,8,8026,779,18.179104,4.765676,9.694571,BENIGN
112780,21,13,8210,827,11.096341,5.49083,5.491281,BENIGN
144705,14,12,25876,758,58.395735,7.049926,2.406162,BENIGN
260889,4274,4165,831779,1139,0.194104,0.131805,122.567384,DDoS
64983,21,7,12937,424,11.555255,7.302304,2.475277,BENIGN
173180,3303,1123,1183344,775,0.628203,0.125791,81.915744,DDoS
133406,19,10,3041,297,25.241541,13.179289,10.232611,BENIGN
314442,1453,1668,616974,1260,0.294851,0.377891,54.19788,DDoS
123816,18,11,12640,853,7.400006,3.318606,2.720618,BENIGN
334249,1340,989,2534283,1500,0.698075,0.284396,59.859011,DDoS
425543,2528,1882,3112103,1291,0.305113,0.246116,81.849506,DDoS
443831,2015,2035,2419863,1500,0.427774,0.053003,31.65173,DDoS
132106,18,12,6233,717,28.148553,4.858328,7.661796,BENIGN
345441,1444,3844,625104,1500,2.011856,0.115016,54.165403,DDoS
144657,12,17,14272,427,12.480342,35.853996,22.40062,BENIGN
150676,1357,799,3556069,1401,0.88649,0.112533,27.51382,DDoS
120006,22,15,7139,304,16.698394,4.12404,6.04477,BENIGN
148283,12,15,19400,592,28.916761,3.186345,11.649845,BENIGN
279215,19,16,14401,430,24.482674,6.298305,13.721363,BENIGN
77661,14,10,7412,673,18.570632,11.791929,9.786867,BENIGN
176187,4882,1819,861529,1500,0.389329,0.1929,107.744812,DDoS
61299,16,19,3414,410,24.213343,7.633105,6.960228,BENIGN
135038,18,14,11836,390,6.24825,11.522268,6.288428,BENIGN
64651,17,13,4163,859,7.770313,2.547852,22.822293,BENIGN
261677,6615,1070,1723668,1500,0.374842,0.11927,44.810103,DDoS
240692,2411,852,1820572,1500,0.324114,0.278562,49.114787,DDoS
466889,2815,1435,1753240,892,0.735852,0.158535,81.462568,DDoS
34091,21,15,15346,341,13.641699,3.325637,14.137098,BENIGN
187006,23,10,2119,643,29.090538,20.704592,13.944068,BENIGN
522690,3319,744,224398,1282,0.224504,0.148488,109.727211,DDoS
145056,22,16,32548,624,19.263559,14.643672,3.745158,BENIGN
96431,18,16,13186,581,45.204847,7.026666,7.029439,BENIGN
84151,1334,1568,1113396,1180,0.237896,0.15529,47.344378,DDoS
217928,1575,1954,1015855,1500,0.295888,0.106438,72.260519,DDoS
347047,3194,4380,1851820,1380,0.231467,0.367676,103.59232,DDoS
62121,27,11,8716,586,31.94357,6.710756,6.924752,BENIGN
116543,15,11,21372,612,34.871544,18.731273,5.538079,BENIGN
173657,17,10,18324,491,23.927524,6.310569,13.904255,BENIGN
135527,14,13,5404,756,29.754229,9.005346,2.395472,BENIGN
85777,19,13,8201,1106,11.43531,1.819122,5.022655,BENIGN
377208,2238,1245,531837,1500,0.156177,0.096979,105.172988,DDoS
285967,1459,3050,947545,1274,0.401299,0.087917,146.192749,DDoS
232616,2350,2290,910947,1500,0.540596,0.202138,60.51881,DDoS
168280,457,1434,1213304,1500,0.917516,0.170429,66.858657,DDoS
113114,13,11,6336,1500,24.999701,14.727151,8.888646,BENIGN
656228,3524,1736,1199449,1500,0.180304,0.205604,49.856991,DDoS
71529,9,19,9760,293,13.235884,7.213436,19.066879,BENIGN
205944,25,14,13220,860,11.125765,6.983162,3.671878,BENIGN
179894,3464,1655,712942,1500,0.419824,0.096044,20.890406,DDoS
62266,21,20,19305,330,19.575682,3.212995,17.089726,BENIGN
113401,16,13,9113,477,8.525099,9.611699,2.785361,BENIGN
236001,18,8,8505,434,5.530269,9.714768,10.124102,BENIGN
100439,13,12,5787,966,13.431384,17.663437,19.500032,BENIGN
163488,15,11,6160,503,16.803788,2.558767,10.783091,BENIGN
164351,17,11,27439,189,16.987206,3.530474,15.108068,BENIGN
147861,2651,2298,969856,973,0.559382,0.286066,36.007739,DDoS
209859,18,11,22659,1194,13.041285,20.791099,6.600626,BENIGN
376353,16,10,12126,1500,18.75863,11.878919,2.711174,BENIGN
107402,18,21,13882,558,14.433032,8.474152,2.290733,BENIGN
173581,21,12,3464,996,51.913842,8.291927,6.31491,BENIGN
83337,2486,4563,1243789,1500,0.567171,0.411172,46.95122,DDoS
187302,1173,3759,366527,1241,0.668983,0.235988,109.167939,DDoS
182396,19,10,17220,1238,33.076572,1.411683,21.277191,BENIGN
159313,8549,2879,505421,599,0.405618,0.111778,88.402538,DDoS
306236,21,11,6958,852,28.907628,109.686736,5.472168,BENIGN
182414,1668,1398,1026301,1048,0.405354,0.171907,59.368448,DDoS
185956,3887,3110,1640218,1155,0.599696,0.215056,71.89033,DDoS
128305,2140,1410,789289,534,0.18155,0.11029,53.454701,DDoS
123739,16,9,3606,730,9.819452,1.701039,2.615253,BENIGN
263589,2056,1710,1572703,1469,1.077214,0.125206,70.774444,DDoS
192862,20,16,17114,577,36.275651,2.490784,5.126306,BENIGN
460929,17,13,6484,603,5.347913,4.109583,1.524851,BENIGN
323128,21,9,7049,1500,11.116728,5.747312,1.634335,BENIGN
369050,2397,1255,1193493,1078,0.40913,0.094718,49.944478,DDoS
64234,22,6,4591,435,5.032297,5.667019,3.463058,BENIGN
106360,16,11,9085,381,59.739779,16.138235,4.028817,BENIGN
333702,1887,3003,840606,1245,0.378508,0.160554,93.618902,DDoS
261969,3783,2029,972180,1500,0.983111,0.215872,35.866737,DDoS
47036,17,12,17210,424,19.732655,1.21339,13.370147,BENIGN
155563,17,8,3944,523,20.890258,6.693551,28.163964,BENIGN
173989,12,18,6891,307,25.052187,1.224014,14.551161,BENIGN
110330,2299,3326,1736677,1500,0.573011,0.063835,44.709956,DDoS
146854,21,14,4965,271,16.626299,8.088198,10.598736,BENIGN
163575,17,13,15122,679,28.997278,5.839417,24.941888,BENIGN
338563,15,11,15864,1500,12.02437,8.040071,2.228534,BENIGN
79753,18,14,9477,1439,40.101761,5.194201,2.300014,BENIGN
230291,887,4771,609686,1500,0.278736,0.262161,85.523897,DDoS
118152,23,15,16114,294,30.963997,20.695381,22.053622,BENIGN
119236,18,16,3817,550,20.946948,22.412387,13.154886,BENIGN
75918,24,11,4530,397,13.904061,3.568512,5.566616,BENIGN
273094,15,13,5027,488,11.034127,6.306598,5.316462,BENIGN
165579,1994,1053,705193,1500,0.334982,0.203683,65.124746,DDoS
74516,17,13,5967,287,9.747645,19.664202,2.959931,BENIGN
232172,20,22,4189,475,19.644642,2.626971,7.968031,BENIGN
146725,4096,2572,1587949,1388,0.463922,0.243094,27.336968,DDoS
299871,609,2180,1578682,448,0.457383,0.169708,47.234407,DDoS
153827,17,10,1967,300,20.916141,5.406734,37.108435,BENIGN
329172,23,14,5212,541,14.521214,7.809927,7.801249,BENIGN
87937,5967,9244,545163,1500,0.130095,0.155706,51.305556,DDoS
195726,5596,2906,1345041,1500,0.464018,0.144979,65.131212,DDoS
94974,18,17,5888,394,15.024912,3.733792,3.294387,BENIGN
168081,1596,583,670456,1500,0.269654,0.16418,68.129763,DDoS
65546,18,18,9871,446,36.817567,1.624178,11.7729,BENIGN
104167,14,17,7746,405,59.271618,1.900781,6.626278,BENIGN
121743,2161,3249,452752,1500,0.277446,0.069159,79.840581,DDoS
120903,21,13,12477,807,9.134545,2.723045,7.68725,BENIGN
528184,1861,3347,460140,1299,0.386405,0.239965,184.50119,DDoS
297148,20,12,7768,456,9.61136,14.104205,6.215651,BENIGN
108649,2888,485,1146676,1500,1.05515,0.220842,36.206234,DDoS
100643,15,13,5027,805,38.073223,27.35829,9.074578,BENIGN
133628,15,12,20167,558,40.941625,2.631904,24.934708,BENIGN
204501,1433,2090,2002413,1500,0.306938,0.331911,32.574674,DDoS
75952,17,15,12747,421,20.559911,3.799559,14.777949,BENIGN
107269,1600,1642,1854804,1187,0.547495,0.256796,16.927296,DDoS
250452,15,18,22542,1028,15.386975,7.066024,6.510076,BENIGN
70173,14,21,5707,662,8.718151,6.312483,2.592301,BENIGN
177885,1342,2292,1484914,761,0.262243,0.245139,42.617686,DDoS
66572,11,12,26817,593,4.426596,4.436442,5.439893,BENIGN
258873,2322,2710,948509,1196,0.173632,0.208277,36.132174,DDoS
347337,26,15,14945,446,13.022101,14.708872,2.77235,BENIGN
